title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Karwaan,MOVIE,2018,125,action,IN,Amazon,7.6,15284,2.54,7.2,Akarsh Khurana
No Good Heroes,MOVIE,2018,91,drama,US,Amazon,3.4,294,2.298,5.5,
Kaatrin Mozhi,MOVIE,2018,122,comedy,IN,Amazon,7.4,678,1.2,7.7,Radha Mohan
Amar Akbar Anthony,MOVIE,2018,153,drama,IN,Amazon,4.4,1081,1.006,4.9,Sreenu Vaitla
Tamizh Padam 2,MOVIE,2018,145,comedy,IN,Amazon,6.5,1509,2.101,6.5,C.S. Amudhan
Dracula in Love,MOVIE,2018,83,horror,CA,Amazon,2,245,4.344,6,Izidore K. Musallam
RX 100,MOVIE,2018,152,drama,IN,Amazon,6.9,2987,1.749,5.1,Ajay Bhupathi
Angrezi Mein Kehte Hain,MOVIE,2018,104,drama,IN,Amazon,6.7,1210,1.015,5.7,Harish Vyas
Sahil Shah's: Childish Behaviour,MOVIE,2018,72,comedy,IN,Amazon,6.7,451,0.6,7,Siddharth Vasani
7 Splinters in Time,MOVIE,2018,75,thriller,US,Amazon,3.4,623,3.432,5.3,
Intensive Care,MOVIE,2018,80,action,US,Amazon,4,426,2.975,4.5,
Savyasachi,MOVIE,2018,151,thriller,IN,Amazon,5.4,1439,2.18,5.4,Chandoo Mondeti
Thomas & Friends: Big World! Big Adventures! The Movie,MOVIE,2018,80,animation,GB,Amazon,5.4,275,3.797,7.5,David Stoten
Andover,MOVIE,2018,91,scifi,US,Amazon,5.5,5209,4.087,5.4,
Ranangan,MOVIE,2018,131,drama,IN,Amazon,5.8,63,0.602,5.989918256,Rakesh Sarang
Hello Mr. Billionaire,MOVIE,2018,118,comedy,CN,Amazon,6.1,2058,8.856,6.8,Da-Mo Peng
Nawabzaade,MOVIE,2018,112,romance,IN,Amazon,4.2,966,1.593,5.5,Jayesh Pradhan
Adam & Evelyn,MOVIE,2018,100,drama,DE,Amazon,5.8,132,1.282,6,Andreas Goldstein
Tumbbad,MOVIE,2018,113,horror,"SE,IN",Amazon,8.2,41449,7.071,7.6,Rahi Anil Barve
Tel Aviv on Fire,MOVIE,2018,100,comedy,"FR,IL,LU,PS,BE",Amazon,6.7,2196,6.668,6.7,Sameh Zoabi
Humberto Mauro,MOVIE,2018,90,documentation,BR,Amazon,7.9,18,0.6,6,André Di Mauro
The Incantation,MOVIE,2018,98,thriller,US,Amazon,3.1,467,2.607,4.6,Jude S. Walko
Sharkwater Extinction,MOVIE,2018,90,documentation,CA,Amazon,7.6,1048,9.998,7.1,Rob Stewart
Katheyondu Shuruvagide,MOVIE,2018,145,romance,IN,Amazon,7.2,512,1.063,7.2,Senna Hegde
Falls Around Her,MOVIE,2018,100,drama,CA,Amazon,6.3,127,1.513,7,
Fright Fest,MOVIE,2018,90,horror,US,Amazon,3.7,784,4.529,4.3,Ante Novakovic
CTRL,MOVIE,2018,80,horror,GB,Amazon,2.8,182,3.788,4.2,Harry Lindley
Goodachari,MOVIE,2018,147,thriller,IN,Amazon,7.9,9788,2.691,6.6,Sashi Kiran Tikka
Srinivasa Kalyanam,MOVIE,2018,140,drama,IN,Amazon,6.1,1158,0.803,6,Satish Vegesna
Amazed By You,MOVIE,2018,116,family,US,Amazon,5,134,2.251,7,Mark Hannah
The Barn,MOVIE,2018,90,horror,"FR,US",Amazon,3.4,187,3.191,4.4,Phil Berger
M,MOVIE,2018,105,documentation,"FR,IL",Amazon,7.2,290,1.164,6.4,Yolande Zauberman
The Fragile House,MOVIE,2018,81,drama,CN,Amazon,3.9,9,0.6,5.989918256,Zi Lin
A Reckoning,MOVIE,2018,80,western,US,Amazon,3.5,215,3.731,4,
"Henry Rollins: Keep Talking, Pal.",MOVIE,2018,58,comedy,US,Amazon,6.4,282,1.375,5.6,Brian Volk-Weiss
Sorabh Pant: Make India Great Again,MOVIE,2018,65,comedy,IN,Amazon,7.3,295,1.404,6,Kreeti Gogia
The Improvisers: Something from Nothing,MOVIE,2018,51,comedy,IN,Amazon,4.9,154,0.6,6,Angshuman Ghosh
Shawn Pelofsky: Stretch it Out!,MOVIE,2018,60,comedy,US,Amazon,5.2,24,2.06,1,
Forrest Shaw: Poor Decisions,MOVIE,2018,58,comedy,US,Amazon,6.4,55,0.71,4.5,Clyde Scott
An Actor Prepares,MOVIE,2018,97,comedy,US,Amazon,5.2,677,6.505,6,Steve Clark
Annanukku Jey,MOVIE,2018,111,drama,IN,Amazon,5.8,161,0.811,5.2,Rajkumar
Swargakkunnile Kuriakose,MOVIE,2018,103,thriller,IN,Amazon,5.7,6,0.6,1.5,Emmanuvel
Santa Jaws,MOVIE,2018,88,horror,US,Amazon,3.9,1114,1.674,4.6,Misty Talley
Destined to Ride,MOVIE,2018,90,drama,US,Amazon,5.4,237,11.274,7.3,Anna Elizabeth James
Wetware,MOVIE,2018,100,scifi,US,Amazon,5.2,63,1.052,5.25320197,Jay Craven
Jane and Emma,MOVIE,2018,90,drama,US,Amazon,6.3,196,1.454,7.5,Chantelle Squires
The Lie,MOVIE,2018,95,thriller,US,Amazon,5.8,16080,16.517,6.4,Veena Sud
Pataakha,MOVIE,2018,131,drama,IN,Amazon,7.2,4129,1.75,6.8,Vishal Bhardwaj
HahaKaar,MOVIE,2018,50,comedy,IN,Amazon,8,336,0.671,6.5,Karan Asnani
Chasing Comets,MOVIE,2018,96,comedy,AU,Amazon,4.6,121,1.108,4,Jason Perini
Looking For Love,MOVIE,2018,57,comedy,ZA,Amazon,7.8,12,0.6,10,Adze Ugah
Surviving Christmas with the Relatives,MOVIE,2018,101,comedy,GB,Amazon,5.1,960,2.714,5.6,James Dearden
Alienators,MOVIE,2018,104,comedy,XX,Amazon,5.3,131,1.153,7,Christopher Farley
60 Vayadhu Maaniram,MOVIE,2018,134,drama,IN,Amazon,6.5,144,0.6,5.989918256,Radha Mohan
Lakshmi,MOVIE,2018,130,drama,IN,Amazon,6.7,697,1.4,7.9,A.L. Vijay
Golden Job,MOVIE,2018,100,crime,HK,Amazon,5.6,1297,13.782,6.5,Kar Lok Chin
Project Gutenberg,MOVIE,2018,130,action,"HK,CN",Amazon,6.8,4412,6.355,6.9,Felix Chong
The Ride,MOVIE,2018,98,drama,FR,Amazon,7.1,1537,5.72,7.7,Alex Ranarivelo
Age of Summer,MOVIE,2018,93,drama,US,Amazon,5.5,707,4.033,5.9,Bill Kiely
Kindness Matters,MOVIE,2018,102,family,US,Amazon,7,80,2.483,6,Craig McMahon
With A Kiss I Die,MOVIE,2018,73,fantasy,US,Amazon,4.3,208,3.448,3.1,Ronnie Khalil
The Prey,MOVIE,2018,94,crime,KH,Amazon,5.5,273,8.719,5.1,Jimmy Henderson
In Search of Greatness,MOVIE,2018,80,documentation,US,Amazon,6.9,484,3.013,6.8,Gabe Polsky
The VelociPastor,MOVIE,2018,75,action,US,Amazon,5,5748,12.308,4.8,Brendan Steere
Mitron,MOVIE,2018,116,comedy,IN,Amazon,6.9,2507,2.805,6.3,Nitin Kakkar
Jalebi,MOVIE,2018,112,drama,IN,Amazon,6,2763,4.713,6.4,Pushpdeep Bhardwaj
U Turn,MOVIE,2018,129,thriller,IN,Amazon,6.9,3511,3.003,7.1,Pawan Kumar
Liz Stewart: I'm Crowning,MOVIE,2018,50,comedy,US,Amazon,6.6,14,0.672,8,Cooper Barnes
What Have We Done to Deserve This?,MOVIE,2018,90,comedy,"DE,AT",Amazon,5.5,502,1.904,5.5,Eva Spreitzhofer
The Scoundrels,MOVIE,2018,105,crime,TW,Amazon,6.6,316,4.337,6.9,Tzu-Hsuan Hung
The Trump Prophecy,MOVIE,2018,120,drama,US,Amazon,1.6,2377,2.124,4,Stephan Schultze
Cypress Under Water,MOVIE,2018,105,drama,IR,Amazon,5.7,214,1.4,5,Mohammad Ali Bashe Ahangar
Kaashi in Search of Ganga,MOVIE,2018,125,thriller,IN,Amazon,5.3,355,0.844,4.3,Dhiraj Kumar
Solace,MOVIE,2018,87,drama,US,Amazon,4.9,145,1.268,5,Tchaiko Omawale
Grace,MOVIE,2018,101,romance,US,Amazon,5.7,448,6.163,6.5,Devin Adair
Raja Ranguski,MOVIE,2018,122,thriller,IN,Amazon,6.4,311,0.621,5.5,Dharani Dharan
Jack White: Kneeling At The Anthem D.C.,MOVIE,2018,52,music,US,Amazon,6.8,121,0.677,5,Emmett Malloy
The Truth About Christmas,MOVIE,2018,120,drama,US,Amazon,5.5,516,3.298,5.2,Jay Karas
Whatever Father!,MOVIE,2018,102,comedy,CO,Amazon,4.8,51,1.828,4,Harold Trompetero
Dassehra,MOVIE,2018,109,thriller,IN,Amazon,3.7,351,1.4,5.606822811,Manish Vatssalya
Don't Open Your Eyes,MOVIE,2018,87,horror,US,Amazon,3.2,261,3.45,6.6,Dmitry Yun
Look Away,MOVIE,2018,103,fantasy,CA,Amazon,5.8,21266,22.317,6.6,Assaf Bernstein
Smiles of Sad Men,MOVIE,2018,92,comedy,CZ,Amazon,6.5,393,1.115,6.2,Dan Svátek
Redcon-1,MOVIE,2018,117,horror,GB,Amazon,3.9,3446,32.726,5.6,Chee Keong Cheung
Twinsanity,MOVIE,2018,95,thriller,US,Amazon,4,456,3.073,5.5,Buz Wallick
London Unplugged,MOVIE,2018,86,drama,GB,Amazon,6,52,1.071,6.7,Nick Cohen
Tazzeka,MOVIE,2018,95,comedy,"FR,MA",Amazon,6.6,129,1.184,6.3,Jean-Philippe Gaud
Loveyatri,MOVIE,2018,140,comedy,IN,Amazon,3.2,2278,2.682,4.7,Abhiraj Minawala
Nota,MOVIE,2018,146,drama,IN,Amazon,6.3,2811,1.89,5.9,Anand Shankar
The Rainbow Bridge Motel,MOVIE,2018,90,comedy,XX,Amazon,4.5,110,1.124,3.6,Scott Rubin
Valentine DayZ,MOVIE,2018,79,horror,US,Amazon,2.2,147,0.699,6.5,Mark Allen Michaels
Shangri-La: Near Extinction,MOVIE,2018,83,scifi,US,Amazon,3.1,273,4.439,7,Nick Wauters
The Uncomfortable Truth,MOVIE,2018,85,documentation,US,Amazon,7.1,263,1.837,6.655773956,Loki Mulholland
The Creepy Line,MOVIE,2018,80,documentation,US,Amazon,7,436,3.906,5.6,M.A. Taylor
Coldplay: A Head Full of Dreams,MOVIE,2018,104,music,GB,Amazon,7.9,3089,10.444,8,Mat Whitecross
Sleep Eaters,MOVIE,2018,100,horror,US,Amazon,4.6,43,0.853,5.029120879,
Palace,MOVIE,2018,94,drama,US,Amazon,7.2,24,0.889,7,Andrew Paul Davis
To Tokyo,MOVIE,2018,77,thriller,GB,Amazon,4.2,84,2.936,6.7,Caspar Seale Jones
Esohe,MOVIE,2018,101,thriller,NG,Amazon,6,11,0.661,5.606822811,Charles Uwagbai
Bullitt County,MOVIE,2018,98,thriller,US,Amazon,4.8,541,1.973,5.2,
Olympia,MOVIE,2018,93,romance,US,Amazon,7.2,93,0.6,5.83271028,Gregory Dixon
The Bikes of Wrath,MOVIE,2018,102,documentation,AU,Amazon,7.3,125,1.232,6.655773956,Cameron Ford
Mùa Viết Tình Ca,MOVIE,2018,107,music,VN,Amazon,6.2,20,0.603,6.618965517,Vu Duc Thang
The White Orchid,MOVIE,2018,82,thriller,US,Amazon,5.3,1183,5.781,5.4,Steve Anderson
Superchamp Returns,MOVIE,2018,100,comedy,"BE,LU",Amazon,7.5,119,0.759,7.9,Félix Koch
Alan Jackson: Small Town Southern Man,MOVIE,2018,90,documentation,US,Amazon,7.8,44,0.669,10,John Albarian
Haunting on Fraternity Row,MOVIE,2018,93,horror,US,Amazon,3.8,1051,5.391,5.2,Brant Sersen
Deal With the Devil,MOVIE,2018,80,horror,US,Amazon,2.6,130,1.735,5.029120879,Benjamin Thomas
And There Were 4,MOVIE,2018,83,fantasy,XX,Amazon,4.6,58,0.6,9,Saquan Jones
California No,MOVIE,2018,84,comedy,US,Amazon,4.2,218,3.114,6.3,Ned Ehrbar
Alcatraz,MOVIE,2018,90,action,US,Amazon,3.3,460,11.89,4.6,Andrew Jones
The Trap,MOVIE,2018,75,drama,US,Amazon,7.1,13,0.92,5,Juan Pablo Blanco
Rebirth,MOVIE,2018,25,documentation,CN,Amazon,2.3,187,0.6,9,Roger Conners
Alpha Wolf,MOVIE,2018,90,horror,US,Amazon,3.3,365,7.372,6.5,Kevin VanHook
SuperGrid,MOVIE,2018,80,action,CA,Amazon,3.7,327,4.974,5.8,Lowell Dean
Sankashta Kara Ganapathi,MOVIE,2018,116,comedy,XX,Amazon,6.6,165,0.923,6.5,Arjun Kumar
Make Us Dream,MOVIE,2018,104,documentation,GB,Amazon,7.9,3036,4.89,8,Sam Blair
Lake Michigan Monster,MOVIE,2018,78,horror,US,Amazon,5.9,477,3.194,6,Ryland Brickson Cole Tews
Kalavani Mappillai,MOVIE,2018,136,comedy,IN,Amazon,4.9,43,0.899,5.821511111,Gandhi Manivasagam
"Antofagasta, New York",MOVIE,2018,95,comedy,CL,Amazon,4.8,6,0.632,5,Stjepan Ostoic Papic
Fall City,MOVIE,2018,93,drama,US,Amazon,5.5,315,3.431,6.2,Nathan D. Lee
Zakir Khan: Kaksha Gyarvi,MOVIE,2018,74,comedy,IN,Amazon,8.3,1570,2.471,6.7,Angshuman Ghosh
Transfert,MOVIE,2018,97,thriller,IT,Amazon,6.6,700,1.171,7.2,Jonathan Degrelle
Steve Lemme & Kevin Heffernan: The Potential Farewell Tour,MOVIE,2018,70,comedy,US,Amazon,7.4,21,1.384,8,Samuel Brownfield
K.G.F: Chapter 1,MOVIE,2018,156,drama,IN,Amazon,8.2,72086,12.736,7.6,Prashanth Neel
Message Man,MOVIE,2018,91,thriller,"AU,AE,GB,ID",Amazon,5.9,5697,4.598,5.5,Corey Pearson
Alien Addiction,MOVIE,2018,90,scifi,NZ,Amazon,5,295,2.348,5.8,Shae Sterling
Beyond White Space,MOVIE,2018,93,thriller,"HU,US",Amazon,4.5,2012,20.205,4.7,Ken Locsmandi
Ente Ummante Peru,MOVIE,2018,128,comedy,IN,Amazon,6.7,925,2.904,6.3,Jose Sebastian
Butterfly Kisses,MOVIE,2018,91,horror,US,Amazon,5.9,2325,3.519,6.1,Erik Kristopher Myers
A Christmas in Royal Fashion,MOVIE,2018,90,drama,US,Amazon,5.3,628,4.075,6,Fred Olen Ray
Lilith,MOVIE,2018,90,horror,US,Amazon,3,208,3.927,5.1,Alexander T. Hwang
Change in the Air,MOVIE,2018,94,drama,US,Amazon,5.7,671,3.697,5.5,Dianne Dreyer
Padi Padi Leche Manasu,MOVIE,2018,160,drama,IN,Amazon,6.4,1367,2.709,6.9,Hanu Raghavapudi
Hello Guru Prema Kosame,MOVIE,2018,145,romance,IN,Amazon,7.2,2471,1.436,6,Trinadha Rao Nakkina
The Ringmaster,MOVIE,2018,100,horror,DK,Amazon,4.7,544,4.393,6.3,Curtis Everitt
Antariksham 9000 KMPH,MOVIE,2018,140,scifi,IN,Amazon,6,1169,1.178,5.8,Sankalp Reddy
"Dennis Miller: Fake News, Real Jokes",MOVIE,2018,58,comedy,US,Amazon,5.8,224,0.883,7,Brian Volk-Weiss
Driver,MOVIE,2018,79,crime,US,Amazon,4,100,0.986,3,Alex Zinzopoulos
Orange,MOVIE,2018,138,romance,IN,Amazon,4.7,102,1.27,4,Prashanth Raj
Johnny,MOVIE,2018,128,drama,IN,Amazon,5.5,81,1.4,4,Vetriselvan
Banjara: The Truck Driver,MOVIE,2018,131,drama,IN,Amazon,3.4,160,0.973,5.989918256,Mushtaq Pasha
Say Yes,MOVIE,2018,94,drama,US,Amazon,6.6,462,2.678,5.6,Stewart Wade
Throwback Holiday,MOVIE,2018,88,scifi,US,Amazon,6.3,408,1.622,6,Trey Haley
Delaware Shore,MOVIE,2018,98,drama,US,Amazon,7.1,548,1.808,1,Raghav Peri
Maikol Yordan 2: La Cura Lejana,MOVIE,2018,110,comedy,XX,Amazon,5.5,107,0.976,8,Daniel Moreno
One Great Love,MOVIE,2018,115,romance,PH,Amazon,6.8,83,0.6,5.83271028,Eric Quizon
Eye of the Beholder: The Art of Dungeons & Dragons,MOVIE,2018,91,documentation,US,Amazon,7,227,2.797,8,
Ishqeria,MOVIE,2018,118,comedy,IN,Amazon,4,207,0.6,5.3,Prerna Wadhawan
Mojin: The Worm Valley,MOVIE,2018,110,fantasy,CN,Amazon,4.7,530,7.343,6.6,Xing Fei
A Lonely Woman,MOVIE,2018,105,crime,US,Amazon,2.7,155,2.658,6.1,
Sylvia,MOVIE,2018,130,thriller,NG,Amazon,4.7,126,0.873,6.4,Daniel Oriahi
Dawn,MOVIE,2018,119,drama,US,Amazon,4.5,89,0.6,2,Cynthia A L Cherry
Mumbai Pune Mumbai 3,MOVIE,2018,144,romance,IN,Amazon,6.2,318,0.6,5.83271028,Satish Rajwade
50 Summers,MOVIE,2018,98,documentation,US,Amazon,6.9,24,0.633,6.5,Dan Napoli
Abish Mathew: Whoop!,MOVIE,2018,63,comedy,IN,Amazon,5.4,77,0.6,5,Kreeti Gogia
Vaibhav Sethia: Don't,MOVIE,2018,61,comedy,IN,Amazon,6.9,202,0.84,8,Manu Prakash Singh
Tc Gn: Take Care Good Night,MOVIE,2018,110,drama,IN,Amazon,7.4,218,0.647,5.989918256,Girish Joshi
3 Years in Pakistan: The Erik Aude Story,MOVIE,2018,105,documentation,US,Amazon,6.6,63,0.603,6.655773956,Jamielyn Lippman
Dons of Disco,MOVIE,2018,86,documentation,US,Amazon,7.3,118,0.6,6.655773956,Jonathan Sutak
Soul Sessions,MOVIE,2018,94,drama,US,Amazon,6.9,71,1.032,1,Vincent Gaffney
The Road to Edmond,MOVIE,2018,125,comedy,US,Amazon,4.4,138,0.6,3.3,David Trotter
Mercy's Girl,MOVIE,2018,108,drama,US,Amazon,5.6,122,0.6,2.8,Emily Lape
Actress Wanted,MOVIE,2018,81,thriller,"US,VN",Amazon,7.1,75,0.6,5.606822811,Minh Duc Nguyen
Stargate Origins: Catherine,MOVIE,2018,104,action,US,Amazon,4.2,1183,6.621,3,Mercedes Bryce Morgan
Beyond The Spectrum - Being Taken,MOVIE,2018,74,documentation,US,Amazon,5.9,220,3.435,1,Darcy Weir
Lost Child,MOVIE,2018,105,drama,US,Amazon,6.1,930,3.898,5.3,
Runanubandha - The He Without Him,MOVIE,2018,110,drama,IN,Amazon,8.5,18,0.6,5.989918256,Amartya Bhattacharyya
Gopi,MOVIE,2018,15,documentation,"BR,IN",Amazon,7.2,34,0.6,5,Dipendra Lama
The Fare,MOVIE,2018,82,thriller,US,Amazon,6.2,2580,4.249,6.6,D.C. Hamilton
Güven,MOVIE,2018,100,crime,AU,Amazon,6.6,101,0.6,5.5,Parker Olson
Buckjumping,MOVIE,2018,80,documentation,US,Amazon,7,33,1.677,6.655773956,Lily Keber
Sunny,MOVIE,2018,115,drama,US,Amazon,4.6,60,0.719,5.989918256,Usman Taiwo
Out on Stage,MOVIE,2018,82,comedy,US,Amazon,7.1,13,0.6,5.821511111,Samuel Brownfield
Half Songs,MOVIE,2018,80,romance,IN,Amazon,8.2,14,0.6,5.83271028,Sriram Raja
Tan,MOVIE,2018,71,documentation,"FR,IR",Amazon,2,162,0.6,2,Elika Hedayat
Soul to Keep,MOVIE,2018,94,horror,XX,Amazon,4.3,1014,3.041,5.3,David Allensworth
Runnin' from my Roots,MOVIE,2018,92,drama,XX,Amazon,4.8,186,2.366,5.6,Nancy Criss
Last Summer,MOVIE,2018,97,drama,US,Amazon,6.1,320,1.281,7,Jon Jones
The Browsing Effect,MOVIE,2018,100,comedy,US,Amazon,4.1,138,0.6,5.3,Michael K. Feinstein
Cobby: The Other Side of Cute,MOVIE,2018,85,documentation,AU,Amazon,8.6,26,0.64,6.655773956,Donna McRae
City Of Joel,MOVIE,2018,90,documentation,US,Amazon,6.7,88,1.255,6.655773956,Jesse Sweet
Maaya,MOVIE,2018,52,thriller,IN,Amazon,7.8,36,0.604,5.606822811,Radhika Jayanti
Already Lucky,MOVIE,2018,78,romance,US,Amazon,5.914526316,866.5,0.856,5.83271028,Matthew Cassani
Who Put the Klan in the Ku Klux Klan?,MOVIE,2018,58,documentation,US,Amazon,6.8,104,0.6,8,Ian Lilley
PolyLove,MOVIE,2018,59,documentation,CA,Amazon,5.1,34,0.6,4,Charlie David
My Month with Mrs Potter,MOVIE,2018,88,crime,GB,Amazon,6.2,148,0.6,6,
Got my Hustle Up,MOVIE,2018,134,drama,US,Amazon,5.1,121,0.604,5.989918256,Jason Dbks Hampton
Elon Musk: The Real Life Iron Man,MOVIE,2018,71,documentation,GB,Amazon,6.5,279,6.661,5.5,Sonia Anderson
Go Straight Take Left,MOVIE,2018,52,comedy,IN,Amazon,6.8,211,0.677,4,Debbie Rao
Improv All Stars: Games Night,MOVIE,2018,69,comedy,IN,Amazon,7.2,153,0.883,1,Angshuman Ghosh
The Wrong Todd,MOVIE,2018,90,comedy,US,Amazon,5.3,191,0.979,5.5,Rob Schulbaum
Sin Pepitas en la Lengua,MOVIE,2018,87,comedy,PA,Amazon,7,45,0.602,5.821511111,Juan Carlos Garcia de Paredes
Dive,MOVIE,2018,85,drama,IE,Amazon,7.3,11,0.6,5.989918256,Daniel F. Holmes
One Must Fall,MOVIE,2018,96,thriller,US,Amazon,4.5,2528,1.488,3.8,Antonio Pantoja
Holy Boom,MOVIE,2018,99,drama,"AL,CY,GR",Amazon,6.5,215,1.464,5.6,Maria Lafi
Blanche,MOVIE,2018,67,comedy,US,Amazon,6.2,98,1.4,6,Twila LaBar
The Dark Soul,MOVIE,2018,90,thriller,CN,Amazon,6.3,8,0.6,5.606822811,Bey Logan
Aamhi Doghi,MOVIE,2018,140,drama,IN,Amazon,7.7,309,1.209,6,Pratima Joshi
Compulsion,MOVIE,2018,93,thriller,US,Amazon,4,25,3.459,5.606822811,Batan Silva
Un Regalo Esencial,MOVIE,2018,107,drama,CR,Amazon,7.6,50,1.123,5.989918256,Jose Mario Salas Boza
Through Black Spruce,MOVIE,2018,111,drama,CA,Amazon,5.7,607,4.641,5.2,Don McKellar
Time Well Spent,MOVIE,2018,84,sport,XX,Amazon,8.6,51,0.6,5.675,James Michael Fazio
Sprinter,MOVIE,2018,114,drama,KR,Amazon,6.2,450,2.469,6.6,
Appiness,MOVIE,2018,82,comedy,CA,Amazon,4.8,345,0.6,2,Eli Batalion
Acquainted,MOVIE,2018,101,drama,CA,Amazon,5.5,264,1.865,6,Natty Zavitz
Above the Clouds,MOVIE,2018,87,comedy,XX,Amazon,5.4,140,0.669,6,Leon Chambers
Doe,MOVIE,2018,98,thriller,US,Amazon,5.6,651,3.658,5.9,Justin Foia
The Broken Rose,MOVIE,2018,111,drama,US,Amazon,7.3,109,0.6,5.989918256,Matt McClelland
Water in a Broken Glass,MOVIE,2018,113,romance,US,Amazon,8,23,0.601,5.83271028,Jamelle Williams-Thomas
Honor Amongst Men,MOVIE,2018,85,drama,US,Amazon,5.1,57,1.725,5.989918256,Fred Carpenter
Merry Men: The Real Yoruba Demons,MOVIE,2018,106,comedy,NG,Amazon,4.9,131,1.4,5.6,Toka McBaror
"Vanilla, Strawberry & Chocolate",MOVIE,2018,120,family,IN,Amazon,7.1,11,2.215,6.188235294,Girish Vishvanath
Power of 1,MOVIE,2018,135,drama,NG,Amazon,6.2,11,0.6,5.989918256,Izu Ojukwu
The Wake Up Call Movie,MOVIE,2018,108,comedy,US,Amazon,7.6,11,2.037,5.821511111,Derrick Mullen
From Lagos with Love,MOVIE,2018,85,drama,NG,Amazon,6.107832666,453.5,2.12,5.989918256,Tola Odunsi
Gaddappana Duniya,MOVIE,2018,94,comedy,IN,Amazon,5.917838246,345,2.037,5.821511111,Sunil Reddy
Flat No. 609,MOVIE,2018,109,thriller,IN,Amazon,5.6,150,0.609,5.606822811,Arindam Bhattacharya
Citizen K,MOVIE,2018,60,documentation,"GB,US",Amazon,7.1,1279,3.97,5.8,Alex Gibney
Tomorrow's Star,MOVIE,2018,77,drama,TW,Amazon,6.107832666,453.5,2.12,5.989918256,Esther Veronin
Unmaad,MOVIE,2018,124,drama,IN,Amazon,7.9,9,0.6,5.989918256,Shahid Kabeer
Translated,MOVIE,2018,117,drama,US,Amazon,7.1,105,0.6,5.989918256,Jerry E Thompson
Sometimes Our Friends Come Over (and sometimes we're all alone),MOVIE,2018,90,drama,US,Amazon,5.4,13,0.6,5.989918256,Daniel Watkins
El Expediente Atlimeyaya,MOVIE,2018,78,scifi,MX,Amazon,5.7,7,1.161,5,Hugo Vivar
The Delivery Boy,MOVIE,2018,66,thriller,NG,Amazon,6.2,74,1.865,5.5,Adekunle Nodash Adejuyigbe
Attention Please,MOVIE,2018,32,documentation,"US,GB",Amazon,6.936832413,162,1.4265,6.655773956,Andrea Thornton
Faith in Humanity Restored,MOVIE,2018,8,documentation,US,Amazon,6.936832413,162,1.4265,6.655773956,Dean Kamitsis
The Legend: The Bessie Coleman Story,MOVIE,2018,108,documentation,XX,Amazon,7,36,0.6,6.655773956,Gardner Doolittle
Without Fear,MOVIE,2018,46,action,US,Amazon,5.313785047,519,2.4835,5.624277457,Dominic Goodie
Welcome to Zama,MOVIE,2018,84,drama,CA,Amazon,6.107832666,453.5,2.12,5.989918256,Hakan Sahin
KevCoin: The Movie,MOVIE,2018,82,comedy,US,Amazon,6.1,12,2.037,5.821511111,Jason Attar
Disguise,MOVIE,2018,100,romance,NG,Amazon,5.914526316,866.5,2.863,5.83271028,Desmond Elliot
The Yousers,MOVIE,2018,84,thriller,US,Amazon,3.4,42,0.852,5.606822811,Darren Brown
Forced Orphans,MOVIE,2018,67,drama,US,Amazon,6.1,19,0.6,5.989918256,V.N. Aditya
Shooting in Vain,MOVIE,2018,90,drama,XX,Amazon,4.8,75,1.388,6,Jared Januschka
Porthole,MOVIE,2018,90,comedy,US,Amazon,3.6,127,1.589,2,Mark A. Altman
My 3 Boys,MOVIE,2018,84,drama,US,Amazon,7.8,13,0.6,5.989918256,Shorni Hardy
Hollow Scream,MOVIE,2018,72,horror,US,Amazon,3.3,84,3.479,5.029120879,Jose Barajas
Road to the Lemon Grove,MOVIE,2018,88,comedy,CA,Amazon,6.1,107,3.481,5.821511111,
Meant to Be Broken,MOVIE,2018,90,action,US,Amazon,6.2,152,0.6,6,Jonathan Zuck
A Husband's Lethal Intentions,MOVIE,2018,92,drama,US,Amazon,6.107832666,453.5,2.12,5.989918256,Sandra N. Farrell
Sideboob,MOVIE,2018,86,comedy,CA,Amazon,4.2,28,1.223,5.821511111,Richard Rotter
Fishbowl,MOVIE,2018,85,drama,US,Amazon,4.7,258,1.737,5.2,Alexa Kinigopoulos
Double Blind,MOVIE,2018,89,crime,US,Amazon,4.4,25,0.717,8,Thomas D. Moser
Wholly Broken,MOVIE,2018,70,drama,US,Amazon,8.1,20,2.12,5.989918256,Tom Humbert
Double Eagle Ranch,MOVIE,2018,107,comedy,US,Amazon,5.6,246,0.6,7.5,Austyn Jeffs
The Turn Out,MOVIE,2018,80,drama,US,Amazon,5.8,88,0.6,5.989918256,
You Can't Say No,MOVIE,2018,91,comedy,US,Amazon,4.3,402,1.4,4.8,Paul Kramer
Love Possibly,MOVIE,2018,83,comedy,GB,Amazon,5.5,112,0.6,1,Michael Boccalini
In God I Trust,MOVIE,2018,98,drama,US,Amazon,6.5,1826,0.931,5.989918256,Maja Jacob
Another Version of You,MOVIE,2018,96,fantasy,US,Amazon,6.1,395,1.4,6,Motke Dapp
Remember the Sultana,MOVIE,2018,96,documentation,XX,Amazon,7.5,153,1.107,7,Mark Marshall
Dark Highlands,MOVIE,2018,85,horror,GB,Amazon,4.2,156,3.15,4.1,Mark Stirton
Dead Sound,MOVIE,2018,82,thriller,US,Amazon,4,351,3.832,6.4,Jeffrey Douglas
